id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,neg|lfc,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc
SCAP,4,0.0049047,0.00036635,0.012893,558,3,-0.20455,0.75029,0.87649,1,13920,0,-0.20455
KAT5,4,0.0049081,0.00036635,0.012893,559,3,-0.25779,0.99318,0.99913,1,18739,0,-0.25779
NPC1L1,4,0.0049592,0.00036686,0.012893,560,3,-0.20705,0.96786,0.99304,1,18157,0,-0.20705
JAK2,4,0.0049678,0.00036686,0.012893,561,3,-0.20675,0.99824,0.99989,1,18940,0,-0.20675
RRS1,4,0.0050396,0.00036686,0.012893,562,2,-0.41527,0.95747,0.98969,1,17936,0,-0.41527
SS18L2,4,0.0050469,0.00036686,0.012893,563,3,-0.27925,0.92818,0.97928,1,17373,0,-0.27925
DPH6,4,0.0051181,0.0004047,0.013814,564,3,-0.23712,0.96445,0.992,1,18090,0,-0.23712
BCL10,4,0.0051268,0.0004047,0.013814,565,3,-0.25861,0.71469,0.84441,1,13272,0,-0.25861
GNL3L,4,0.0051495,0.0004047,0.013814,566,3,-0.17767,0.99634,0.99964,1,18857,0,-0.17767
PAK1IP1,4,0.0051497,0.0004047,0.013814,567,2,-0.17107,0.80865,0.91494,1,15026,0,-0.17107
NIT2,4,0.0051583,0.0004047,0.013814,568,3,-0.21829,0.99021,0.99853,1,18663,0,-0.21829
FCRL6,4,0.00516,0.0004047,0.013814,569,3,-0.23853,0.99718,0.99976,1,18886,0,-0.23853
NOC2L,4,0.0051811,0.0004047,0.013814,570,3,-0.27543,0.95401,0.98816,1,17873,0,-0.27543
CERS1,4,0.005185,0.0004047,0.013814,571,2,-0.1404,0.70191,0.83609,1,13013,0,-0.1404
SUPT6H,3,0.0052167,0.00077182,0.023171,572,3,-0.23236,0.99478,0.99943,1,18798,0,-0.23236
MOCS3,3,0.005221,0.00077182,0.023171,573,2,-0.3471,0.92928,0.97994,1,17388,0,-0.3471
EIF3A,4,0.0052651,0.00040521,0.013814,574,2,-0.3216,0.34212,0.53706,1,7306,1,-0.3216
TMEM208,4,0.0053009,0.00040521,0.013814,575,2,-0.21226,0.69068,0.82863,1,12813,0,-0.21226
RBM7,4,0.0053248,0.00040521,0.013814,576,3,-0.30558,0.87689,0.9571,1,16335,0,-0.30558
SYMPK,4,0.0053427,0.00040521,0.013814,577,3,-0.24346,0.94719,0.98616,1,17754,0,-0.24346
AFG3L2,4,0.0053552,0.00040521,0.013814,578,3,-0.20245,0.96079,0.99068,1,18005,0,-0.20245
VPS25,3,0.005361,0.00088329,0.025415,579,3,-0.27515,0.99464,0.99937,1,18793,0,-0.27515
SERTAD4,4,0.0053683,0.00040521,0.013814,580,2,-0.14108,0.66333,0.80621,1,12297,0,-0.14108
YPEL2,4,0.0053714,0.00040521,0.013814,581,3,-0.20015,0.73718,0.86433,1,13683,0,-0.20015
ORC1,4,0.0053999,0.00042413,0.014153,582,2,-0.054162,0.1774,0.41301,1,5155,2,-0.054162
PGD,4,0.0054075,0.00042413,0.014153,583,3,-0.21019,0.45402,0.63445,1,8824,1,-0.21019
COASY,4,0.0054362,0.00042413,0.014153,584,2,-0.23406,0.96009,0.99057,1,17996,0,-0.23406
RPS6,4,0.0054453,0.00042413,0.014153,585,2,-0.2376,0.97145,0.99472,1,18227,0,-0.2376
HCFC1R1,4,0.0054746,0.00042413,0.014153,586,3,-0.27483,0.90445,0.96895,1,16888,0,-0.27483
ABCB5,3,0.0054908,0.00092675,0.026289,587,3,-0.2032,0.99451,0.99932,1,18789,0,-0.2032
LOC388436,4,0.0055001,0.00042464,0.014153,588,3,-0.24274,0.99835,0.9999,1,18944,0,-0.24274
EEF1A1,3,0.0055324,0.00092726,0.026289,589,3,-0.3465,0.99447,0.99932,1,18785,0,-0.3465
TTI1,4,0.005541,0.00042464,0.014153,590,2,-0.1308,0.5147,0.66991,1,9709,1,-0.1308
ALG1,4,0.0055643,0.00042464,0.014153,591,3,-0.24608,0.99625,0.99964,1,18851,0,-0.24608
PSMB9,4,0.0055661,0.00042464,0.014153,592,3,-0.30293,0.68989,0.82752,1,12793,0,-0.30293
THEG5,4,0.0055698,0.00042464,0.014153,593,3,-0.28221,0.99794,0.99985,1,18922,0,-0.28221
ALG5,4,0.0055827,0.00042464,0.014153,594,3,-0.19087,0.94585,0.98602,1,17721,0,-0.19087
SDHC,4,0.0055869,0.00044919,0.01486,595,2,-0.30169,0.86521,0.95159,1,16120,0,-0.30169
KRT71,4,0.0056191,0.00044919,0.01486,596,2,-0.055525,0.19418,0.43253,1,5576,2,-0.055525
PA2G4,4,0.0056549,0.00044919,0.01486,597,3,-0.18401,0.99175,0.99886,1,18698,0,-0.18401
C4orf33,3,0.0057226,0.00094618,0.026505,598,3,-0.38203,0.99428,0.9993,1,18776,0,-0.38203
CDC37,3,0.0057289,0.00094618,0.026505,599,3,-0.41965,0.99427,0.9993,1,18774,0,-0.41965
BYSL,4,0.0057296,0.0004497,0.01486,600,3,-0.3364,0.99318,0.99913,1,18738,0,-0.3364
SPDYE2,4,0.005739,0.00046964,0.01525,601,3,-0.3624,0.99463,0.99938,1,18791,0,-0.3624
RPP30,4,0.0057815,0.00046964,0.01525,602,2,-0.18902,0.89611,0.96617,1,16729,0,-0.18902
TUBGCP2,3,0.005792,0.00094618,0.026505,603,3,-0.21511,0.99421,0.9993,1,18771,0,-0.21511
ITPKB,4,0.0058096,0.00046964,0.01525,604,2,-0.25616,0.99134,0.99875,1,18687,0,-0.25616
TRAPPC4,4,0.005819,0.00046964,0.01525,605,2,-0.21594,0.93721,0.98218,1,17545,0,-0.21594
GTF2H4,4,0.0058279,0.00046964,0.01525,606,3,-0.20057,0.65746,0.79664,1,12179,0,-0.20057
RABGEF1,4,0.0058518,0.00046964,0.01525,607,2,-0.21481,0.96663,0.99275,1,18132,0,-0.21481
SLC15A4,4,0.0058886,0.00047015,0.01525,608,3,-0.21221,0.75392,0.87732,1,13992,0,-0.21221
SLC33A1,4,0.0059462,0.00047015,0.01525,609,2,-0.14668,0.90796,0.97128,1,16960,0,-0.14668
TFDP2,4,0.0059604,0.00047015,0.01525,610,2,-0.24592,0.61836,0.75145,1,11487,0,-0.24592
KIAA0196,3,0.0059842,0.00094669,0.026505,611,3,-0.1943,0.99402,0.9993,1,18764,0,-0.1943
RAB29,4,0.0059864,0.00047015,0.01525,612,3,-0.26877,0.63991,0.77752,1,11876,0,-0.26877
CWF19L2,4,0.0059884,0.00047015,0.01525,613,3,-0.29008,0.9579,0.98969,1,17946,0,-0.29008
PDIA3,4,0.0060232,0.00049162,0.01584,614,3,-0.29132,0.86793,0.95319,1,16169,0,-0.29132
BUB3,4,0.0060269,0.00049162,0.01584,615,2,-0.18022,0.99244,0.99901,1,18723,0,-0.18022
TVP23A,4,0.0060651,0.0005177,0.016586,616,3,-0.33602,0.45764,0.63713,1,8874,1,-0.33602
RAB7A,4,0.0060717,0.0005177,0.016586,617,3,-0.25698,0.60525,0.73998,1,11244,1,-0.25698
ZNF236,4,0.0061029,0.00051821,0.016586,618,3,-0.17321,0.99136,0.99875,1,18689,0,-0.17321
PDCD2,3,0.0061048,0.00094669,0.026505,619,2,-0.38329,0.67255,0.81135,1,12466,0,-0.38329
SHOC2,4,0.0061322,0.00054327,0.01729,620,2,-0.23096,0.38989,0.57439,1,7906,1,-0.23096
CLEC18A,4,0.0061466,0.00054327,0.01729,621,2,-0.15467,0.058267,0.19505,1,2222,2,-0.15467
WDR43,4,0.0061853,0.00054378,0.01729,622,3,-0.31715,0.63578,0.77354,1,11798,0,-0.31715
IL2RG,3,0.0062323,0.0010213,0.028145,623,3,-0.29864,0.99377,0.99923,1,18755,0,-0.29864
RANBP2,4,0.0062626,0.00057548,0.018019,624,3,-0.33521,0.7362,0.86433,1,13659,0,-0.33521
CEP170B,4,0.0062664,0.00057548,0.018019,625,3,-0.16392,0.83329,0.92812,1,15510,0,-0.16392
RHBDD3,4,0.0063662,0.00057548,0.018019,626,3,-0.16271,0.31168,0.51253,1,6932,1,-0.16271
LAMTOR2,4,0.0063763,0.00057599,0.018019,627,3,-0.18547,0.9905,0.99856,1,18668,0,-0.18547
WDR3,4,0.0063943,0.00057599,0.018019,628,2,-0.25868,0.52121,0.67284,1,9820,1,-0.25868
GDF6,4,0.006409,0.00057599,0.018019,629,2,-0.24755,0.94702,0.98616,1,17750,0,-0.24755
HEATR4,4,0.0064165,0.00057599,0.018019,630,3,-0.17336,0.42061,0.60157,1,8323,1,-0.17336
CASP8,4,0.0064793,0.00057599,0.018019,631,3,-0.20757,0.99284,0.99905,1,18731,0,-0.20757
C2orf81,4,0.0065159,0.00057599,0.018019,632,3,-0.28188,0.98507,0.99725,1,18536,0,-0.28188
TOMM20,4,0.0065224,0.00057599,0.018019,633,2,-0.087566,0.7699,0.88718,1,14306,0,-0.087566
SLC26A5,4,0.0065546,0.00061076,0.018729,634,3,-0.21416,0.85491,0.94307,1,15937,0,-0.21416
SUPT5H,4,0.0065578,0.00061076,0.018729,635,3,-0.25476,0.98526,0.99729,1,18542,0,-0.25476
TUBA1A,4,0.0065895,0.00061076,0.018729,636,3,-0.22363,0.42308,0.6059,1,8348,1,-0.22363
EIF4A3,3,0.006602,0.0010847,0.029337,637,2,-0.42461,0.99254,0.99905,1,18725,0,-0.42461
NLE1,3,0.0066109,0.0011159,0.030054,638,3,-0.18193,0.99339,0.99919,1,18743,0,-0.18193
RPL24,3,0.0066699,0.0011159,0.030054,639,2,-0.32794,0.93253,0.98124,1,17452,0,-0.32794
RPS10,4,0.0066817,0.00061076,0.018729,640,3,-0.39287,0.99051,0.99856,1,18669,0,-0.39287
FASTKD3,4,0.0066843,0.00061076,0.018729,641,3,-0.22732,0.93109,0.98015,1,17424,0,-0.22732
C12orf45,4,0.0067142,0.00061076,0.018729,642,2,-0.11452,0.91803,0.97576,1,17170,0,-0.11452
FAM98C,4,0.0067674,0.00061127,0.018729,643,3,-0.22634,0.66796,0.80971,1,12375,0,-0.22634
MLXIP,4,0.0067821,0.00061127,0.018729,644,2,-0.27209,0.4679,0.64294,1,9022,1,-0.27209
MALT1,4,0.0068074,0.00061127,0.018729,645,2,-0.34359,0.99057,0.99856,1,18671,0,-0.34359
AQP4,4,0.0068618,0.00061127,0.018729,646,3,-0.2431,0.98683,0.99778,1,18575,0,-0.2431
EIF3F,4,0.006863,0.00061127,0.018729,647,2,-0.20914,0.37776,0.55705,1,7764,1,-0.20914
CYP2S1,4,0.0068871,0.00061127,0.018729,648,3,-0.26654,0.92081,0.97674,1,17225,0,-0.26654
ADGRG6,4,0.0069138,0.00063428,0.019297,649,2,-0.26299,0.33331,0.5313,1,7200,1,-0.26299
HIST1H2BI,4,0.0069273,0.00063428,0.019297,650,3,-0.27899,0.98754,0.99793,1,18601,0,-0.27899
XPR1,4,0.0069597,0.00063479,0.019297,651,2,-0.31664,0.67116,0.81087,1,12441,0,-0.31664
RPF2,4,0.0069648,0.00063479,0.019297,652,3,-0.29208,0.85555,0.94353,1,15948,0,-0.29208
EXOSC7,4,0.0069748,0.00066854,0.020259,653,2,-0.30467,0.99407,0.99929,1,18768,0,-0.30467
MT1G,4,0.0069953,0.00070075,0.021119,654,3,-0.18243,0.81644,0.91812,1,15190,0,-0.18243
RPS4X,3,0.0070184,0.0011747,0.030917,655,2,-0.28399,0.82649,0.92568,1,15373,0,-0.28399
KRTAP10-4,4,0.007023,0.00070075,0.021119,656,3,-0.2522,0.96264,0.99135,1,18050,0,-0.2522
PSMB4,4,0.0070316,0.00070075,0.021119,657,3,-0.25177,0.96108,0.99068,1,18013,0,-0.25177
SBDS,4,0.0070766,0.00070126,0.021119,658,3,-0.20368,0.99696,0.99973,1,18878,0,-0.20368
GAGE12C,4,0.0072214,0.00084392,0.024515,659,3,-0.26256,0.088737,0.27711,1,2952,1,-0.26256
RBM19,4,0.0072353,0.00084392,0.024515,660,2,-0.15885,0.96047,0.99057,1,17998,0,-0.15885
TRAPPC11,4,0.0072483,0.00084392,0.024515,661,2,-0.18324,0.98236,0.9966,1,18477,0,-0.18324
GPRC5C,4,0.0072639,0.00084392,0.024515,662,2,-0.13725,0.039144,0.15804,1,1734,1,-0.13725
DPH1,4,0.007265,0.00084392,0.024515,663,3,-0.27782,0.95812,0.98981,1,17952,0,-0.27782
SLC20A2,4,0.0072691,0.00084392,0.024515,664,2,-0.17718,0.99796,0.99985,1,18923,0,-0.17718
PHF5A,4,0.0072694,0.00084392,0.024515,665,3,-0.2258,0.9866,0.9977,1,18566,0,-0.2258
ZBTB44,4,0.0073318,0.00084392,0.024515,666,2,-0.13083,0.89438,0.96554,1,16689,0,-0.13083
MPRIP,4,0.0073461,0.00084392,0.024515,667,3,-0.21401,0.92236,0.97745,1,17261,0,-0.21401
ACSBG1,4,0.0073527,0.00084392,0.024515,668,2,-0.10627,0.69751,0.83291,1,12933,0,-0.10627
MICALCL,4,0.0073549,0.00084392,0.024515,669,3,-0.31806,0.94613,0.98616,1,17730,0,-0.31806
NPC1,4,0.0073682,0.00084392,0.024515,670,3,-0.26522,0.81141,0.9156,1,15082,0,-0.26522
RFT1,4,0.0073842,0.00084392,0.024515,671,2,-0.18672,0.89429,0.96554,1,16686,0,-0.18672
CTDP1,4,0.0073902,0.00084392,0.024515,672,3,-0.29369,0.99686,0.99971,1,18874,0,-0.29369
MCMBP,4,0.0073924,0.00084392,0.024515,673,3,-0.20152,0.99264,0.99903,1,18728,0,-0.20152
MLST8,4,0.0073947,0.00084392,0.024515,674,2,-0.25212,0.94101,0.98353,1,17632,0,-0.25212
CWC15,4,0.0074052,0.00084392,0.024515,675,2,-0.16541,0.91985,0.97649,1,17210,0,-0.16541
THG1L,4,0.0074437,0.00084443,0.024515,676,1,0.026604,0.64748,0.7865,1,11999,0,0.026604
GMNN,4,0.0074578,0.00084443,0.024515,677,2,-0.22969,0.86936,0.95357,1,16193,0,-0.22969
ZC3H13,4,0.007528,0.00084443,0.024515,678,3,-0.14725,0.75879,0.88143,1,14093,0,-0.14725
ZNF287,4,0.0075637,0.00084443,0.024515,679,2,-0.11874,0.80086,0.9104,1,14885,0,-0.11874
ZNF398,4,0.0076009,0.00084443,0.024515,680,2,-0.12974,0.25968,0.48235,1,6334,1,-0.12974
HNRNPA0,4,0.0076718,0.00087511,0.025231,681,3,-0.24224,0.94079,0.98353,1,17629,0,-0.24224
KRTAP3-1,4,0.0076863,0.00087511,0.025231,682,3,-0.16436,0.62508,0.76401,1,11611,0,-0.16436
FAM9A,4,0.0077238,0.00087511,0.025231,683,2,-0.25225,0.83037,0.92529,1,15450,0,-0.25225
HNRNPD,4,0.0077353,0.00087511,0.025231,684,3,-0.22337,0.99866,0.99994,1,18957,0,-0.22337
ATG3,4,0.0077855,0.00087562,0.025231,685,3,-0.18034,0.99862,0.99993,1,18954,0,-0.18034
RRP15,4,0.0078795,0.00090987,0.025887,686,3,-0.17491,0.80152,0.91108,1,14903,0,-0.17491
CCER1,4,0.0078841,0.00090987,0.025887,687,3,-0.23313,0.93181,0.98015,1,17441,0,-0.23313
TNNI3,4,0.0078864,0.00090987,0.025887,688,3,-0.18798,0.66008,0.79914,1,12230,0,-0.18798
UNC93B1,4,0.0079071,0.00091039,0.025887,689,3,-0.24754,0.87881,0.95896,1,16373,0,-0.24754
DHX9,4,0.0079394,0.00091039,0.025887,690,3,-0.27594,0.61057,0.74427,1,11335,1,-0.27594
FAM20B,4,0.007944,0.00091039,0.025887,691,3,-0.30498,0.44117,0.62591,1,8630,1,-0.30498
ELK1,4,0.0079579,0.00091039,0.025887,692,3,-0.22838,0.98732,0.99789,1,18590,0,-0.22838
C17orf75,4,0.0079672,0.00091039,0.025887,693,3,-0.18256,0.76537,0.88553,1,14212,0,-0.18256
CARS,4,0.0080165,0.00094669,0.026505,694,1,-0.042792,0.56242,0.71145,1,10493,1,-0.042792
LRRC14B,4,0.0080214,0.00094669,0.026505,695,2,-0.076878,0.1099,0.30428,1,3471,1,-0.076878
GPCPD1,4,0.0080541,0.00094669,0.026505,696,2,-0.086127,0.44235,0.62591,1,8645,1,-0.086127
TKT,4,0.0080596,0.0009472,0.026505,697,2,-0.13667,0.38761,0.57007,1,7880,1,-0.13667
TAF10,3,0.0081623,0.0014156,0.034622,698,2,-0.33031,0.9831,0.99675,1,18489,0,-0.33031
NOP10,4,0.0081694,0.0010387,0.028145,699,2,-0.20772,0.98954,0.99837,1,18647,0,-0.20772
EIF3D,4,0.008197,0.0010387,0.028145,700,3,-0.27583,0.99784,0.99985,1,18915,0,-0.27583
SH3GL1,4,0.0082082,0.0010387,0.028145,701,3,-0.23967,0.78063,0.8949,1,14487,0,-0.23967
PSMG1,4,0.0082153,0.0010387,0.028145,702,3,-0.17888,0.98788,0.99806,1,18607,0,-0.17888
STK11,4,0.0082248,0.0010387,0.028145,703,2,-0.29343,0.86711,0.95319,1,16154,0,-0.29343
TAF3,4,0.0082633,0.0010387,0.028145,704,2,-0.19187,0.99709,0.99976,1,18885,0,-0.19187
NELFB,4,0.0082674,0.0010387,0.028145,705,3,-0.26583,0.92114,0.97674,1,17236,0,-0.26583
ACADL,4,0.0083459,0.0010387,0.028145,706,3,-0.27418,0.97917,0.99614,1,18411,0,-0.27418
SFPQ,4,0.0083507,0.0010387,0.028145,707,3,-0.24462,0.38659,0.57007,1,7867,1,-0.24462
NOTCH4,4,0.0083602,0.0010392,0.028145,708,3,-0.22331,0.59646,0.73573,1,11082,1,-0.22331
FAM210A,4,0.0083632,0.0010392,0.028145,709,2,-0.15268,0.79529,0.90567,1,14773,0,-0.15268
GGA2,4,0.0083855,0.0010392,0.028145,710,2,-0.23551,0.94378,0.98552,1,17683,0,-0.23551
OR7C2,4,0.0083865,0.0010392,0.028145,711,3,-0.18934,0.99749,0.9998,1,18895,0,-0.18934
C17orf70,3,0.0084034,0.0014161,0.034622,712,2,-0.18684,0.98253,0.99654,1,18481,0,-0.18684
UTP15,4,0.0084249,0.0010392,0.028145,713,3,-0.23941,0.99389,0.99921,1,18759,0,-0.23941
EFTUD2,4,0.0084562,0.0010392,0.028145,714,3,-0.32479,0.088884,0.27711,1,2954,1,-0.32479
NANS,4,0.0084851,0.0010392,0.028145,715,1,-0.060438,0.59332,0.73573,1,11027,1,-0.060438
CCDC93,4,0.0085086,0.0010392,0.028145,716,2,-0.045032,0.035688,0.15236,1,1640,2,-0.045032
C12orf60,4,0.0085254,0.0010392,0.028145,717,2,-0.15553,0.74355,0.87047,1,13791,0,-0.15553
IDO2,4,0.008531,0.0010392,0.028145,718,2,-0.28955,0.60106,0.73854,1,11172,1,-0.28955
OR2AT4,4,0.0085367,0.0010392,0.028145,719,2,-0.18861,0.86649,0.95197,1,16141,0,-0.18861
GEMIN4,4,0.0085479,0.0010392,0.028145,720,2,-0.19162,0.97448,0.99526,1,18301,0,-0.19162
CRELD1,4,0.0085601,0.0010392,0.028145,721,3,-0.20788,0.97207,0.99496,1,18249,0,-0.20788
ACAP1,4,0.0085746,0.0011129,0.030054,722,3,-0.20747,0.98853,0.99817,1,18622,0,-0.20747
UBA1,3,0.0085863,0.0014161,0.034622,723,2,-0.34107,0.90609,0.96736,1,16924,0,-0.34107
EIF1AX,4,0.0085868,0.0011906,0.030917,724,3,-0.19661,0.99183,0.99889,1,18700,0,-0.19661
MAP3K14,4,0.0085989,0.0011906,0.030917,725,3,-0.22717,0.91446,0.97291,1,17096,0,-0.22717
CATSPERB,4,0.0086453,0.0011906,0.030917,726,3,-0.22773,0.95278,0.98757,1,17848,0,-0.22773
IDH3A,4,0.0086948,0.0011906,0.030917,727,2,-0.19073,0.15837,0.38308,1,4690,1,-0.19073
AP1S3,4,0.0087064,0.0011906,0.030917,728,3,-0.18941,0.98811,0.99806,1,18613,0,-0.18941
NOL8,4,0.0087482,0.0011906,0.030917,729,3,-0.20593,0.99154,0.99885,1,18693,0,-0.20593
VPS11,4,0.0087516,0.0011906,0.030917,730,2,-0.20597,0.15699,0.37956,1,4654,1,-0.20597
STAT3,4,0.0087654,0.0011906,0.030917,731,3,-0.3386,0.99537,0.99946,1,18815,0,-0.3386
MGEA5,4,0.00878,0.0011906,0.030917,732,2,-0.23899,0.66527,0.80733,1,12329,0,-0.23899
RIOK1,4,0.0087914,0.0011906,0.030917,733,2,-0.13188,0.65649,0.79539,1,12167,0,-0.13188
NBPF7,4,0.0087925,0.0011906,0.030917,734,3,-0.22761,0.87203,0.95395,1,16244,0,-0.22761
ITPA,4,0.0088829,0.0011906,0.030917,735,2,-0.12019,0.62571,0.76401,1,11621,0,-0.12019
OR5K4,4,0.0089115,0.0011911,0.030917,736,2,-0.26639,0.95049,0.98665,1,17807,0,-0.26639
JADE2,4,0.0089464,0.0011911,0.030917,737,3,-0.29362,0.95633,0.98929,1,17916,0,-0.29362
ETF1,4,0.0089517,0.0011911,0.030917,738,2,-0.33363,0.89108,0.96389,1,16629,0,-0.33363
DIMT1,4,0.0090055,0.0011911,0.030917,739,2,-0.24894,0.9934,0.99913,1,18744,0,-0.24894
MAPRE3,4,0.0090064,0.0011911,0.030917,740,3,-0.27057,0.98338,0.99673,1,18497,0,-0.27057
LTBR,4,0.0090491,0.0011911,0.030917,741,3,-0.35768,0.98918,0.99834,1,18636,0,-0.35768
NCAPG2,4,0.0090613,0.0011911,0.030917,742,2,-0.15652,0.48635,0.65008,1,9288,1,-0.15652
CINP,4,0.0090671,0.0011911,0.030917,743,2,-0.17723,0.41046,0.58871,1,8182,1,-0.17723
ZNF547,4,0.0090844,0.0011911,0.030917,744,2,-0.1124,0.29458,0.50243,1,6698,1,-0.1124
AP2M1,4,0.009096,0.0011911,0.030917,745,2,-0.1643,0.54057,0.68855,1,10113,1,-0.1643
AHCY,4,0.0091076,0.0011911,0.030917,746,2,-0.25108,0.99675,0.9997,1,18872,0,-0.25108
ISG20,4,0.0091482,0.0011911,0.030917,747,2,-0.12477,0.89591,0.96617,1,16725,0,-0.12477
DHRS7,4,0.0091703,0.0011911,0.030917,748,3,-0.24962,0.35175,0.54423,1,7424,1,-0.24962
MTOR,4,0.0092239,0.0011911,0.030917,749,2,-0.26065,0.96936,0.99376,1,18187,0,-0.26065
CNPPD1,4,0.0092593,0.0012867,0.033355,750,3,-0.2168,0.99621,0.99964,1,18849,0,-0.2168
VPS13A,4,0.0092746,0.0013276,0.034091,751,3,-0.19463,0.99662,0.99968,1,18866,0,-0.19463
SNAPC5,4,0.0093057,0.0013276,0.034091,752,2,-0.17884,0.35639,0.54564,1,7479,1,-0.17884
DALRD3,4,0.0093257,0.0013276,0.034091,753,3,-0.20661,0.92786,0.97928,1,17368,0,-0.20661
AGK,4,0.009336,0.0013276,0.034091,754,3,-0.31786,0.99786,0.99985,1,18916,0,-0.31786
UBALD1,4,0.0093386,0.0013276,0.034091,755,3,-0.16493,0.96088,0.99068,1,18008,0,-0.16493
HIGD1C,4,0.0093617,0.0013281,0.034091,756,3,-0.22659,0.34887,0.54136,1,7386,1,-0.22659
CCHCR1,4,0.0093761,0.0013281,0.034091,757,2,-0.23045,0.69667,0.83291,1,12921,0,-0.23045
TES,4,0.0094777,0.0013639,0.034091,758,3,-0.1643,0.96243,0.99113,1,18046,0,-0.1643
KIR2DL1,4,0.0094822,0.0013639,0.034091,759,2,-0.29519,0.88567,0.96182,1,16518,0,-0.29519
MBTPS1,4,0.0095256,0.0013639,0.034091,760,1,0.04661,0.51746,0.67141,1,9756,1,0.04661
OR6S1,4,0.0095947,0.0013639,0.034091,761,3,-0.22342,0.094878,0.28209,1,3105,1,-0.22342
ZNF425,4,0.0096182,0.0013639,0.034091,762,3,-0.20914,0.32711,0.52404,1,7127,1,-0.20914
TBL3,4,0.0096286,0.0013639,0.034091,763,3,-0.35066,0.43283,0.6174,1,8493,1,-0.35066
DEF6,4,0.0096296,0.0013639,0.034091,764,2,-0.16441,0.96141,0.99068,1,18019,0,-0.16441
ASAP3,4,0.0096548,0.0013639,0.034091,765,3,-0.27519,0.8096,0.9156,1,15044,0,-0.27519
MOB4,4,0.0096574,0.0013639,0.034091,766,3,-0.19618,0.99849,0.99993,1,18949,0,-0.19618
TRIM49C,4,0.00969,0.0013644,0.034091,767,2,-0.14001,0.14205,0.35574,1,4318,1,-0.14001
LGALS1,4,0.0096942,0.0013644,0.034091,768,3,-0.16378,0.99548,0.99949,1,18824,0,-0.16378
ZP1,4,0.0096994,0.0013644,0.034091,769,3,-0.24198,0.64915,0.78908,1,12030,0,-0.24198
SEPT12,4,0.0097283,0.0013644,0.034091,770,3,-0.15505,0.99588,0.99959,1,18836,0,-0.15505
RLTPR,3,0.0097311,0.0015874,0.037765,771,1,-0.15123,0.36684,0.52393,1,7622,1,-0.15123
NFKBIA,4,0.0097337,0.0013644,0.034091,772,1,0.016253,0.10875,0.30242,1,3440,2,0.016253
C22orf29,4,0.0098075,0.0013644,0.034091,773,3,-0.19686,0.99399,0.99925,1,18763,0,-0.19686
GYG2,4,0.0098234,0.0013644,0.034091,774,3,-0.24908,0.31516,0.51682,1,6971,1,-0.24908
CHEK1,4,0.0098287,0.0013644,0.034091,775,3,-0.23706,0.97744,0.99563,1,18375,0,-0.23706
CD3G,4,0.0098376,0.0013644,0.034091,776,1,-0.054736,0.70254,0.83826,1,13028,0,-0.054736
PEX1,4,0.009842,0.0013644,0.034091,777,3,-0.31273,0.93448,0.98119,1,17491,0,-0.31273
EIF1AD,4,0.0098518,0.0013644,0.034091,778,2,-0.20572,0.70722,0.84035,1,13134,0,-0.20572
TSEN2,4,0.0098712,0.0013644,0.034091,779,3,-0.15253,0.99437,0.99934,1,18781,0,-0.15253
ROPN1,4,0.0099271,0.0013961,0.034277,780,3,-0.21285,0.13629,0.34187,1,4170,1,-0.21285
ARF6,4,0.0099671,0.0013961,0.034277,781,3,-0.31906,0.89933,0.96682,1,16790,0,-0.31906
RCVRN,4,0.010007,0.0013961,0.034277,782,3,-0.17853,0.75868,0.88143,1,14090,0,-0.17853
PNO1,4,0.010009,0.0013961,0.034277,783,2,-0.30671,0.69569,0.8308,1,12901,0,-0.30671
HSF5,4,0.010026,0.0013961,0.034277,784,3,-0.19699,0.66651,0.8097,1,12350,0,-0.19699
ATXN10,4,0.010069,0.0013966,0.034277,785,3,-0.20649,0.92553,0.97884,1,17317,0,-0.20649
NECAB3,4,0.01008,0.0013966,0.034277,786,3,-0.16406,0.58526,0.73289,1,10895,1,-0.16406
FAM206A,4,0.010082,0.0013966,0.034277,787,2,-0.26856,0.97612,0.99556,1,18339,0,-0.26856
MBTPS2,4,0.010098,0.0013966,0.034277,788,3,-0.25414,0.48552,0.65008,1,9280,1,-0.25414
PYROXD1,4,0.01012,0.0013966,0.034277,789,3,-0.18417,0.9901,0.9985,1,18660,0,-0.18417
ZNF674,4,0.010124,0.0013966,0.034277,790,2,-0.16672,0.72771,0.85611,1,13503,0,-0.16672
TMEM240,4,0.010161,0.0013966,0.034277,791,3,-0.14629,0.93759,0.9824,1,17556,0,-0.14629
ASUN,4,0.010196,0.0013966,0.034277,792,3,-0.16887,0.97488,0.99526,1,18307,0,-0.16887
SLC4A2,4,0.010202,0.0013966,0.034277,793,2,-0.092104,0.98869,0.9982,1,18629,0,-0.092104
BORA,4,0.010265,0.0014498,0.035149,794,2,-0.11927,0.54616,0.68998,1,10208,1,-0.11927
SPATA31D3,4,0.010272,0.0014498,0.035149,795,3,-0.24122,0.9283,0.97928,1,17374,0,-0.24122
CLYBL,4,0.010295,0.0014503,0.035149,796,3,-0.2485,0.97375,0.99519,1,18286,0,-0.2485
DCUN1D1,4,0.010329,0.0014503,0.035149,797,3,-0.20291,0.77218,0.88954,1,14343,0,-0.20291
